ID,YEAR,MONTH,ELEMENT,VALUE1,MFLAG1,QFLAG1,SFLAG1,VALUE2,MFLAG2,QFLAG2,SFLAG2,VALUE3,MFLAG3,QFLAG3,SFLAG3,VALUE4,MFLAG4,QFLAG4,SFLAG4,VALUE5,MFLAG5,QFLAG5,SFLAG5,VALUE6,MFLAG6,QFLAG6,SFLAG6,VALUE7,MFLAG7,QFLAG7,SFLAG7,VALUE8,MFLAG8,QFLAG8,SFLAG8,VALUE9,MFLAG9,QFLAG9,SFLAG9,VALUE10,MFLAG10,QFLAG10,SFLAG10,VALUE11,MFLAG11,QFLAG11,SFLAG11,VALUE12,MFLAG12,QFLAG12,SFLAG12,VALUE13,MFLAG13,QFLAG13,SFLAG13,VALUE14,MFLAG14,QFLAG14,SFLAG14,VALUE15,MFLAG15,QFLAG15,SFLAG15,VALUE16,MFLAG16,QFLAG16,SFLAG16,VALUE17,MFLAG17,QFLAG17,SFLAG17,VALUE18,MFLAG18,QFLAG18,SFLAG18,VALUE19,MFLAG19,QFLAG19,SFLAG19,VALUE20,MFLAG20,QFLAG20,SFLAG20,VALUE21,MFLAG21,QFLAG21,SFLAG21,VALUE22,MFLAG22,QFLAG22,SFLAG22,VALUE23,MFLAG23,QFLAG23,SFLAG23,VALUE24,MFLAG24,QFLAG24,SFLAG24,VALUE25,MFLAG25,QFLAG25,SFLAG25,VALUE26,MFLAG26,QFLAG26,SFLAG26,VALUE27,MFLAG27,QFLAG27,SFLAG27,VALUE28,MFLAG28,QFLAG28,SFLAG28,VALUE29,MFLAG29,QFLAG29,SFLAG29,VALUE30,MFLAG30,QFLAG30,SFLAG30,VALUE31,MFLAG31,QFLAG31,SFLAG31
USC00428922,1951,03,TMIN,-56,,,0,-50,,,0,-78,,,0,-33,,,0,-50,,,0,-50,,,0,0,,,0,-11,,,0,-50,,,0,-83,,,0,-78,,,0,-67,,,0,6,,,0,-33,,,0,17,,,0,-44,,,0,-67,,,0,-78,,,0,-39,,,0,11,,,0,39,,,0,-11,,,0,-56,,,0,-28,,,0,-6,,,0,28,,,0,-22,,,0,-44,,,0,-33,,,0,67,,,0,17,,,0
USC00428922,1951,03,TOBS,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-178,,I,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,03,PRCP,3,,,0,140,,,0,41,,,0,0,T,,0,0,,,0,91,,,0,41,,,0,0,,,0,0,,,0,3,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,5,,,0,3,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,10,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,5,,,0,0,,,0,0,T,,0,8,,,0
USC00428922,1951,03,SNOW,5,,,0,140,,,0,41,,,0,0,T,,0,0,,,0,102,,,0,0,T,,0,0,,,0,0,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,5,,,0,5,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,3,,,0,0,,,0,0,T,,0,0,,,0
USC00428922,1951,03,SNWD,0,T,,0,127,,,0,127,,,0,25,,,0,25,,,0,127,,,0,25,,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,03,WT04,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,03,WT08,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,03,WT11,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,04,TMAX,133,,,0,161,,,0,183,,,0,178,,,0,167,,,0,172,,,0,178,,,0,150,,,0,200,,,0,100,,,0,122,,,0,172,,,0,217,,,0,206,,,0,167,,,0,211,,,0,178,,,0,150,,,0,172,,,0,150,,,0,122,,,0,211,,,0,206,,,0,144,,,0,183,,,0,122,,,0,183,,,0,167,,,0,89,,,0,67,,,0,-9999,,,
USC00428922,1951,04,TMIN,6,,,0,22,,,0,39,,,0,67,,,0,39,,,0,61,,,0,56,,,0,50,,,0,72,,,0,17,,,0,-6,,,0,33,,,0,39,,,0,83,,,0,56,,,0,44,,,0,128,,,0,89,,,0,83,,,0,67,,,0,56,,,0,33,,,0,144,,,0,22,,,0,56,,,0,50,,,0,72,,,0,89,,,0,28,,,0,-6,,,0,-9999,,,
USC00428922,1951,04,PRCP,15,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,13,,,0,3,,,0,74,,,0,15,,,0,0,,,0,0,T,,0,132,,,0,23,,,0,25,,,0,8,,,0,0,,,0,163,,,0,-9999,,,,-9999,,,
USC00428922,1951,04,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,178,,,0,-9999,,,
USC00428922,1951,04,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,178,,,0,-9999,,,
USC00428922,1951,04,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,04,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,05,TMAX,94,,,0,178,,,0,211,,,0,250,,,0,261,,,0,256,,,0,178,,,0,172,,,0,194,,,0,244,,,0,250,,,0,94,,,0,122,,,0,156,,,0,156,,,0,178,,,0,217,,,0,228,,,0,233,,,0,228,,,0,200,,,0,244,,,0,239,,,0,233,,,0,233,,,0,294,,,0,322,,,0,256,,,0,256,,,0,250,,,0,150,,,0
USC00428922,1951,05,TMIN,-6,,,0,11,,,0,44,,,0,117,,,0,106,,,0,139,,,0,67,,,0,56,,,0,106,,,0,106,,,0,94,,,0,17,,,0,6,,,0,67,,,0,72,,,0,67,,,0,78,,,0,83,,,0,100,,,0,94,,,0,89,,,0,122,,,0,111,,,0,122,,,0,144,,,0,122,,,0,172,,,0,139,,,0,106,,,0,106,,,0,72,,,0
USC00428922,1951,05,PRCP,46,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,8,,,0,8,,,0,0,,,0,0,T,,0,0,,,0,58,,,0,64,,,0,0,,,0,0,T,,0,64,,,0,0,,,0,25,,,0,0,T,,0,56,,,0,43,,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,51,,,0,0,,,0,0,,,0
USC00428922,1951,05,SNOW,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0
USC00428922,1951,05,SNWD,51,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,05,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,05,WT11,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,06,TMAX,111,,,0,144,,,0,178,,,0,228,,,0,228,,,0,228,,,0,206,,,0,183,,,0,206,,,0,189,,,0,250,,,0,278,,,0,233,,,0,261,,,0,294,,,0,317,,,0,261,,,0,289,,,0,278,,,0,233,,,0,200,,,0,261,,,0,244,,,0,283,,,0,261,,,0,278,,,0,283,,,0,306,,,0,272,,,0,283,,,0,-9999,,,
USC00428922,1951,06,TMIN,72,,,0,39,,,0,56,,,0,67,,,0,133,,,0,89,,,0,83,,,0,61,,,0,111,,,0,100,,,0,100,,,0,133,,,0,117,,,0,133,,,0,156,,,0,167,,,0,167,,,0,139,,,0,139,,,0,144,,,0,128,,,0,106,,,0,100,,,0,139,,,0,144,,,0,133,,,0,156,,,0,144,,,0,150,,,0,128,,,0,-9999,,,
USC00428922,1951,06,PRCP,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,3,,,0,0,,,0,0,T,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,3,,,0,3,,,0,0,,,0,0,T,,0,20,,,0,0,,,0,3,,,0,0,,,0,3,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,06,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,06,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,06,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,07,TMAX,333,,,0,306,,,0,344,,,0,294,,,0,328,,,0,333,,,0,317,,,0,300,,,0,306,,,0,289,,,0,228,,,0,294,,,0,356,,,0,372,,,0,367,,,0,328,,,0,344,,,0,372,,,0,361,,,0,278,,,0,267,,,0,311,,,0,339,,,0,344,,,0,350,,,0,311,,,0,328,,,0,306,,,0,306,,,0,333,,,0,350,,,0
USC00428922,1951,07,TMIN,156,,,0,167,,,0,172,,,0,194,,,0,156,,,0,172,,,0,183,,,0,156,,,0,161,,,0,161,,,0,144,,,0,144,,,0,172,,,0,206,,,0,217,,,0,222,,,0,200,,,0,233,,,0,256,,,0,194,,,0,139,,,0,139,,,0,178,,,0,206,,,0,189,,,0,211,,,0,194,,,0,178,,,0,178,,,0,178,,,0,211,,,0
USC00428922,1951,07,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,8,,,0,122,,,0,8,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,282,,,0,163,,,0,3,,,0,0,,,0
USC00428922,1951,07,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,07,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,07,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,1,,,0,-9999,,,
USC00428922,1951,08,TMAX,356,,,0,311,,,0,261,,,0,256,,,0,294,,,0,306,,,0,300,,,0,289,,,0,294,,,0,306,,,0,283,,,0,322,,,0,311,,,0,306,,,0,317,,,0,350,,,0,328,,,0,339,,,0,317,,,0,267,,,0,261,,,0,278,,,0,283,,,0,233,,,0,261,,,0,306,,,0,300,,,0,278,,,0,244,,,0,239,,,0,250,,,0
USC00428922,1951,08,TMIN,211,,,0,222,,,0,172,,,0,128,,,0,133,,,0,183,,,0,183,,,0,150,,,0,156,,,0,167,,,0,161,,,0,183,,,0,200,,,0,183,,,0,167,,,0,178,,,0,194,,,0,200,,,0,194,,,0,156,,,0,161,,,0,128,,,0,183,,,0,150,,,0,111,,,0,133,,,0,194,,,0,194,,,0,178,,,0,167,,,0,133,,,0
USC00428922,1951,08,PRCP,0,T,,0,0,T,,0,10,,,0,229,,,0,305,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,33,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,38,,,0
USC00428922,1951,08,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,08,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,08,WT03,-9999,,,,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,08,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,09,TMAX,261,,,0,272,,,0,272,,,0,311,,,0,311,,,0,300,,,0,322,,,0,261,,,0,250,,,0,294,,,0,189,,,0,239,,,0,261,,,0,278,,,0,267,,,0,300,,,0,311,,,0,278,,,0,272,,,0,228,,,0,150,,I,0,217,,,0,239,,,0,256,,,0,278,,,0,233,,,0,272,,,0,233,,,0,233,,,0,250,,,0,-9999,,,
USC00428922,1951,09,TMIN,144,,,0,139,,,0,128,,,0,128,,,0,178,,,0,194,,,0,156,,,0,156,,,0,111,,,0,111,,,0,150,,,0,72,,,0,83,,,0,117,,,0,128,,,0,128,,,0,133,,,0,167,,,0,144,,,0,172,,I,0,44,,,0,67,,,0,139,,,0,106,,,0,161,,,0,111,,,0,100,,,0,161,,,0,111,,,0,172,,,0,-9999,,,
USC00428922,1951,09,PRCP,15,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,5,,,0,0,,,0,-9999,,,
USC00428922,1951,09,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,09,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,10,TMAX,211,,,0,183,,,0,128,,,0,106,,,0,89,,,0,150,,,0,178,,,0,244,,,0,239,,,0,261,,,0,206,,,0,128,,,0,167,,,0,211,,,0,183,,,0,133,,,0,167,,,0,161,,,0,211,,,0,144,,,0,83,,,0,122,,,0,172,,,0,150,,,0,167,,,0,122,,,0,233,,S,0,156,,,0,161,,,0,144,,,0,106,,,0
USC00428922,1951,10,TMIN,161,,,0,117,,,0,50,,,0,56,,,0,44,,,0,33,,,0,56,,,0,94,,,0,94,,,0,106,,,0,89,,,0,67,,,0,44,,,0,39,,,0,117,,,0,56,,,0,28,,,0,28,,,0,61,,,0,61,,,0,0,,,0,-6,,,0,11,,,0,111,,,0,94,,,0,89,,,0,28,,,0,22,,,0,28,,,0,22,,,0,6,,,0
USC00428922,1951,10,TOBS,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-178,,I,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,10,PRCP,0,T,,0,114,,,0,447,,,0,74,,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,48,,,0,0,T,,0,20,,,0,0,,,0,0,T,,0,10,,,0,0,T,,0,0,,,0,0,,,0,5,,,0,58,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,10,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,13,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,10,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1951,10,WT03,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,11,TMAX,17,,,0,78,,,0,144,,,0,139,,,0,133,,,0,128,,,0,144,,,0,139,,,0,167,,,0,167,,,0,111,,,0,100,,,0,39,,,0,44,,,0,6,,,0,0,,,0,56,,,0,94,,,0,106,,,0,106,,,0,50,,,0,22,,,0,33,,,0,33,,,0,44,,,0,67,,,0,72,,,0,94,,,0,106,,,0,106,,,0,-9999,,,
USC00428922,1951,11,TMIN,-50,,,0,-94,,,0,-22,,,0,50,,,0,-17,,,0,-11,,,0,0,,,0,17,,,0,33,,,0,39,,,0,39,,,0,11,,,0,-6,,,0,-11,,,0,-39,,,0,-72,,,0,-67,,,0,-33,,,0,-6,,,0,0,,,0,-22,,,0,-39,,,0,-33,,,0,-17,,,0,-11,,,0,-50,,,0,-28,,,0,0,,,0,11,,,0,33,,,0,-9999,,,
USC00428922,1951,11,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,56,,,0,102,,,0,84,,,0,30,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,41,,,0,3,,,0,3,,,0,30,,,0,84,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,11,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,41,,,0,36,,,0,84,,,0,18,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,T,,0,38,,,0,86,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1951,11,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,51,,,0,25,,,0,76,,,0,76,,,0,51,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,51,,,0,76,,,0,25,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,-9999,,,
USC00428922,1951,11,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1951,12,TMAX,122,,,0,94,,,0,22,,,0,67,,,0,39,,,0,-33,,,0,-33,,,0,-56,,,0,-61,,,0,-22,,,0,-11,,,0,-11,,,0,-17,,,0,-6,,,0,17,,,0,22,,,0,28,,,0,50,,,0,0,,,0,0,,,0,22,,,0,44,,,0,83,,,0,33,,,0,33,,,0,56,,,0,89,,,0,61,,,0,56,,,0,67,,,0,6,,,0
USC00428922,1951,12,TMIN,33,,,0,-6,,,0,-67,,,0,-28,,,0,-44,,,0,-83,,,0,-117,,,0,-122,,,0,-150,,,0,-133,,,0,-117,,,0,-94,,,0,-100,,,0,-117,,,0,-11,,,0,-33,,,0,-33,,,0,-67,,,0,-72,,,0,-94,,,0,-67,,,0,0,,,0,0,,,0,-17,,,0,-78,,,0,-44,,,0,-17,,,0,-6,,,0,6,,,0,6,,,0,-67,,,0
USC00428922,1951,12,PRCP,0,,,0,97,,,0,0,,,0,76,,,0,61,,,0,51,,,0,23,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,66,,,0,18,,,0,8,,,0,74,,,0,0,T,,0,185,,,0,3,,,0,0,T,,0,0,,,0,0,,,0,79,,,0,10,,,0,71,,,0
