ID,YEAR,MONTH,ELEMENT,VALUE1,MFLAG1,QFLAG1,SFLAG1,VALUE2,MFLAG2,QFLAG2,SFLAG2,VALUE3,MFLAG3,QFLAG3,SFLAG3,VALUE4,MFLAG4,QFLAG4,SFLAG4,VALUE5,MFLAG5,QFLAG5,SFLAG5,VALUE6,MFLAG6,QFLAG6,SFLAG6,VALUE7,MFLAG7,QFLAG7,SFLAG7,VALUE8,MFLAG8,QFLAG8,SFLAG8,VALUE9,MFLAG9,QFLAG9,SFLAG9,VALUE10,MFLAG10,QFLAG10,SFLAG10,VALUE11,MFLAG11,QFLAG11,SFLAG11,VALUE12,MFLAG12,QFLAG12,SFLAG12,VALUE13,MFLAG13,QFLAG13,SFLAG13,VALUE14,MFLAG14,QFLAG14,SFLAG14,VALUE15,MFLAG15,QFLAG15,SFLAG15,VALUE16,MFLAG16,QFLAG16,SFLAG16,VALUE17,MFLAG17,QFLAG17,SFLAG17,VALUE18,MFLAG18,QFLAG18,SFLAG18,VALUE19,MFLAG19,QFLAG19,SFLAG19,VALUE20,MFLAG20,QFLAG20,SFLAG20,VALUE21,MFLAG21,QFLAG21,SFLAG21,VALUE22,MFLAG22,QFLAG22,SFLAG22,VALUE23,MFLAG23,QFLAG23,SFLAG23,VALUE24,MFLAG24,QFLAG24,SFLAG24,VALUE25,MFLAG25,QFLAG25,SFLAG25,VALUE26,MFLAG26,QFLAG26,SFLAG26,VALUE27,MFLAG27,QFLAG27,SFLAG27,VALUE28,MFLAG28,QFLAG28,SFLAG28,VALUE29,MFLAG29,QFLAG29,SFLAG29,VALUE30,MFLAG30,QFLAG30,SFLAG30,VALUE31,MFLAG31,QFLAG31,SFLAG31
USC00428922,1959,02,TOBS,-11,,,0,-44,,,0,-11,,,0,44,,,0,-9999,,,,89,,,0,89,,,0,-6,,,0,-44,,,0,17,,,0,56,,,0,-11,,,0,-22,,,0,0,,I,0,-9999,,,,89,,I,0,72,,,0,39,,,0,-9999,,,,28,,,0,111,,,0,61,,,0,50,,,0,56,,,0,44,,,0,67,,,0,56,,,0,83,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,02,PRCP,0,,,0,0,,,0,0,,,0,5,,,0,0,,,0,0,,,0,0,,,0,135,,,0,127,,,0,0,,,0,0,,,0,114,,,0,102,,,0,0,,,0,0,,,0,0,T,,0,33,,,0,10,,,0,5,,,0,46,,,0,0,,,0,0,,,0,20,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,02,SNOW,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,170,,,0,114,,,0,0,,,0,0,,,0,114,,,0,76,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,02,SNWD,102,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,178,,,0,279,,,0,-9999,,,,-9999,,,,127,,,0,76,,,0,-9999,,,,-9999,,,,-9999,,,,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,03,TMAX,139,,,0,139,,,0,106,,,0,50,,,0,67,,,0,67,,,0,106,,,0,144,,,0,128,,,0,133,,,0,67,,,0,178,,,0,156,,,0,22,,,0,78,,,0,111,,,0,172,,,0,172,,,0,106,,,0,94,,,0,150,,,0,172,,,0,139,,,0,94,,,0,122,,,0,139,,,0,83,,,0,106,,,0,100,,,0,94,,,0,167,,,0
USC00428922,1959,03,TMIN,17,,,0,17,,,0,0,,,0,-50,,,0,-56,,,0,-28,,,0,6,,,0,-22,,,0,0,,,0,-22,,,0,-44,,,0,-22,,,0,17,,,0,-17,,,0,-56,,,0,-39,,,0,17,,,0,61,,,0,-6,,,0,-39,,,0,-11,,,0,61,,,0,44,,,0,33,,,0,33,,,0,6,,,0,33,,,0,0,,,0,0,,,0,22,,,0,28,,,0
USC00428922,1959,03,TOBS,106,,,0,83,,,0,50,,,0,11,,,0,17,,,0,11,,,0,100,,,0,0,,,0,-9999,,,,0,,,0,6,,,0,133,,,0,-9999,,,,-6,,,0,6,,,0,67,,,0,128,,,0,106,,,0,22,,,0,11,,,0,89,,,0,72,,,0,-9999,,,,83,,,0,89,,,0,83,,,0,44,,,0,50,,,0,28,,,0,72,,,0,67,,,0
USC00428922,1959,03,PRCP,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,10,,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,3,,,0,0,,,0,0,,,0,0,T,,0,5,,,0,20,,,0,0,,,0,15,,,0,20,,,0,41,,,0,0,T,,0,114,,,0
USC00428922,1959,03,SNOW,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,03,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,03,WT11,-9999,,,,1,,,0,-9999,,,,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,04,TMAX,183,,,0,200,,,0,200,,,0,244,,,0,272,,,0,233,,,0,167,,,0,117,,,0,94,,,0,139,,,0,222,,,0,222,,,0,222,,,0,211,,,0,133,,,0,133,,,0,122,,,0,111,,,0,56,,,0,106,,,0,139,,,0,206,,,0,244,,,0,217,,,0,222,,,0,128,,,0,144,,,0,156,,,0,256,,,0,267,,,0,-9999,,,
USC00428922,1959,04,TMIN,56,,,0,89,,,0,56,,,0,100,,,0,83,,,0,67,,,0,50,,,0,6,,,0,-17,,,0,-22,,,0,-28,,,0,56,,,0,72,,,0,67,,,0,78,,,0,-6,,,0,11,,,0,0,,,0,-11,,,0,0,,,0,6,,,0,89,,,0,89,,,0,128,,,0,128,,,0,56,,,0,56,,,0,56,,,0,83,,,0,117,,,0,-9999,,,
USC00428922,1959,04,TOBS,156,,,0,172,,,0,200,,,0,211,,,0,233,,,0,167,,,0,117,,,0,67,,,0,44,,,0,89,,,0,133,,,0,-9999,,,,206,,,0,106,,,0,122,,,0,44,,,0,111,,,0,11,,,0,-9999,,,,56,,,0,94,,,0,172,,,0,172,,,0,194,,,0,-9999,,,,-9999,,,,100,,,0,133,,,0,156,,,0,256,,,0,-9999,,,
USC00428922,1959,04,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,173,,,0,114,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,142,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,04,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,04,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,05,TMAX,278,,,0,244,,,0,189,,,0,-9999,,,,167,,,0,161,,,0,139,,,0,194,,,0,206,,,0,206,,,0,178,,,0,222,,,0,283,,,0,311,,,0,-9999,,,,294,,,0,267,,,0,200,,,0,-9999,,,,167,,,0,167,,,0,172,,,0,200,,,0,217,,,0,-9999,,,,172,,,0,200,,,0,172,,,0,206,,,0,-9999,,,,-9999,,,
USC00428922,1959,05,TMIN,94,,,0,50,,,0,33,,,0,-9999,,,,33,,,0,56,,,0,22,,,0,33,,,0,100,,,0,50,,,0,61,,,0,139,,,0,194,,,0,-9999,,,,172,,,0,89,,,0,94,,,0,83,,,0,-9999,,,,17,,,0,39,,,0,83,,,0,89,,,0,94,,,0,-9999,,,,72,,,0,56,,,0,61,,,0,89,,,0,-9999,,,,-9999,,,
USC00428922,1959,05,TOBS,217,,,0,78,,,0,72,,,0,-9999,,,,117,,,0,111,,,0,106,,,0,189,,,0,156,,,0,111,,,0,144,,,0,194,,,0,278,,,0,-9999,,,,233,,,0,133,,,0,144,,,0,117,,,0,-9999,,,,117,,,0,111,,,0,122,,,0,200,,,0,139,,,0,-9999,,,,128,,,0,106,,,0,161,,,0,200,,,0,-9999,,,,-9999,,,
USC00428922,1959,05,PRCP,0,,,0,0,T,,0,0,T,,0,155,,,0,3,,,0,165,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,10,,,0,0,,,0,0,,,0,10,,,0,0,T,,0,53,,,0,0,,,0,10,,,0,0,,,0,74,,,0,140,,,0,173,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,05,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,05,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,05,WT11,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,06,TMAX,250,,,0,267,,,0,300,,,0,311,,,0,333,,,0,-9999,,,,-9999,,,,278,,,0,306,,,0,228,,I,0,311,,,0,344,,,0,322,,,0,356,,,0,311,,,0,322,,,0,333,,,0,322,,,0,322,,,0,322,,,0,339,,,0,356,,,0,350,,,0,356,,,0,339,,,0,217,,,0,211,,,0,178,,,0,183,,,0,217,,,0,-9999,,,
USC00428922,1959,06,TMIN,78,,,0,78,,,0,128,,,0,150,,,0,161,,,0,189,,,0,-9999,,,,156,,,0,194,,,0,100,,,0,117,,,0,189,,,0,217,,,0,194,,,0,167,,,0,117,,,0,172,,,0,183,,,0,222,,,0,194,,,0,194,,,0,217,,,0,217,,,0,233,,,0,217,,,0,117,,,0,106,,,0,89,,,0,94,,,0,83,,,0,-9999,,,
USC00428922,1959,06,TOBS,189,,,0,239,,,0,-9999,,,,267,,,0,306,,,0,283,,,0,-9999,,,,200,,,0,239,,I,0,172,,,0,211,,,0,239,,,0,306,,,0,267,,,0,272,,,0,239,,,0,233,,,0,317,,,0,244,,,0,272,,,0,317,,,0,256,,,0,328,,,0,289,,,0,-9999,,,,150,,,0,167,,,0,156,,,0,128,,,0,172,,,0,-9999,,,
USC00428922,1959,06,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,58,,,0,107,,,0,-9999,,,,-9999,,,,36,,,0,-9999,,,
USC00428922,1959,06,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,06,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,06,DAPR,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,2,,,0,-9999,,,,-9999,,,
USC00428922,1959,06,MDPR,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,135,,,0,-9999,,,,-9999,,,
USC00428922,1959,06,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,1,,,0,1,,,0,1,,,0,1,,,0,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,06,WT11,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,07,TMAX,300,,,0,311,,,0,278,,,0,283,,,0,333,,,0,322,,,0,267,,,0,250,,,0,311,,,0,333,,,0,339,,,0,361,,,0,339,,,0,339,,,0,322,,,0,344,,,0,372,,,0,350,,,0,350,,,0,361,,,0,350,,,0,361,,,0,394,,,0,350,,,0,350,,,0,344,,,0,350,,,0,306,,,0,322,,,0,333,,,0,344,,,0
USC00428922,1959,07,TMIN,122,,,0,178,,,0,167,,,0,128,,,0,172,,,0,217,,,0,183,,,0,94,,,0,144,,,0,183,,,0,189,,,0,194,,,0,206,,,0,222,,,0,183,,,0,194,,,0,161,,,0,233,,,0,222,,,0,217,,,0,211,,,0,222,,,0,217,,,0,239,,,0,211,,,0,211,,,0,211,,,0,206,,,0,167,,,0,211,,,0,217,,,0
USC00428922,1959,07,TOBS,211,,,0,267,,,0,239,,,0,211,,,0,300,,,0,267,,,0,244,,,0,167,,,0,233,,,0,267,,,0,272,,,0,261,,,0,-9999,,,,222,,,0,256,,,0,278,,,0,272,,,0,267,,,0,-9999,,,,278,,,0,256,,,0,289,,,0,311,,,0,-9999,,,,-9999,,,,322,,,0,278,,,0,222,,,0,261,,,0,317,,,0,233,,,0
USC00428922,1959,07,PRCP,0,,,0,0,,,0,5,,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,36,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0
USC00428922,1959,07,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,07,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,07,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0
USC00428922,1959,08,TMAX,278,,,0,322,,,0,328,,,0,322,,,0,333,,,0,333,,,0,344,,,0,356,,,0,344,,,0,356,,,0,356,,,0,306,,,0,256,,,0,283,,,0,294,,,0,333,,,0,339,,,0,272,,,0,272,,,0,267,,,0,272,,,0,250,,,0,278,,,0,294,,,0,-9999,,,,294,,,0,322,,,0,328,,,0,300,,,0,294,,,0,278,,,0
USC00428922,1959,08,TMIN,217,,,0,178,,,0,178,,,0,178,,,0,178,,,0,233,,,0,206,,,0,189,,,0,189,,,0,200,,,0,250,,,0,194,,,0,150,,,0,122,,,0,161,,,0,178,,,0,200,,,0,211,,,0,117,,,0,117,,,0,172,,,0,117,,,0,122,,,0,167,,,0,150,,,0,-9999,,,,172,,,0,194,,,0,206,,,0,156,,,0,144,,,0
USC00428922,1959,08,TOBS,228,,,0,267,,,0,-9999,,,,-9999,,,,256,,,0,306,,,0,294,,,0,-9999,,,,-9999,,,,250,,,0,311,,,0,256,,,0,228,,,0,178,,,0,-9999,,,,-9999,,,,272,,,0,211,,,0,144,,,0,-9999,,,,222,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,211,,,0,228,,,0
USC00428922,1959,08,PRCP,0,,,0,0,,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,53,,,0,36,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,257,,,0,160,,,0,0,,,0,0,,,0,0,,,0,0,,,0,3,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,08,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,08,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,09,TMAX,250,,,0,283,,,0,333,,,0,289,,,0,311,,,0,344,,,0,-9999,,,,-9999,,,,311,,,0,344,,,0,322,,,0,300,,,0,289,,,0,278,,,0,200,,,0,194,,,0,172,,,0,206,,,0,211,,,0,222,,,0,200,,,0,167,,,0,150,,,0,178,,,0,144,,,0,161,,,0,111,,I,0,122,,,0,133,,,0,133,,,0,-9999,,,
USC00428922,1959,09,TMIN,128,,,0,128,,,0,144,,,0,189,,,0,133,,,0,183,,,0,172,,,0,-9999,,,,178,,,0,167,,,0,217,,,0,189,,,0,172,,,0,167,,,0,139,,,0,89,,,0,122,,,0,94,,,0,100,,,0,89,,,0,83,,,0,50,,,0,50,,,0,72,,,0,67,,,0,78,,,0,44,,,0,11,,,0,28,,,0,11,,,0,-9999,,,
USC00428922,1959,09,TOBS,200,,,0,233,,,0,194,,,0,261,,,0,189,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,217,,,0,228,,,0,-9999,,,,278,,,0,-9999,,,,-9999,,,,-9999,,,,161,,,0,139,,,0,139,,,0,200,,,0,-9999,,,,117,,,0,-9999,,,,122,,,0,89,,,0,122,,I,0,94,,,0,56,,,0,111,,,0,106,,,0,-9999,,,
USC00428922,1959,09,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,T,,0,216,,,0,8,,,0,0,T,,0,0,,,0,91,,,0,18,,,0,13,,,0,0,,,0,0,,,0,30,,,0,114,,,0,8,,,0,142,,,0,0,,,0,0,,,0,13,,,0,-9999,,,
USC00428922,1959,09,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,09,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00428922,1959,10,TMAX,139,,,0,133,,,0,156,,,0,200,,,0,239,,,0,228,,,0,222,,,0,167,,,0,133,,,0,189,,,0,172,,,0,178,,,0,167,,,0,206,,,0,250,,,0,178,,,0,217,,,0,239,,,0,200,,,0,217,,,0,161,,,0,167,,,0,222,,,0,267,,,0,222,,,0,206,,,0,183,,,0,111,,,0,83,,,0,78,,,0,150,,,0
USC00428922,1959,10,TMIN,-6,,,0,17,,,0,44,,,0,67,,,0,89,,,0,139,,,0,39,,,0,17,,,0,89,,,0,100,,,0,94,,,0,94,,,0,50,,,0,67,,,0,78,,,0,78,,,0,61,,,0,67,,,0,117,,,0,56,,,0,39,,,0,83,,,0,144,,,0,111,,,0,133,,,0,44,,,0,11,,,0,28,,,0,28,,,0,33,,,0,11,,,0
USC00428922,1959,10,TOBS,122,,,0,78,,,0,-9999,,,,-9999,,,,-9999,,,,222,,,0,39,,,0,100,,,0,128,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,83,,,0,50,,,0,50,,,0,78,,,0
USC00428922,1959,10,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,28,,,0,-9999,,,,-9999,,,,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,18,,,0,0,,,0,0,,,0
USC00428922,1959,10,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,10,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00428922,1959,10,DAPR,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,2,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,10,MDPR,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,51,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00428922,1959,11,TMAX,167,,,0,167,,,0,144,,,0,100,,,0,39,,,0,106,,,0,128,,,0,128,,,0,156,,,0,156,,,0,178,,,0,156,,,0,139,,,0,139,,,0,144,,,0,133,,,0,117,,,0,139,,,0,178,,,0,117,,,0,117,,,0,83,,I,0,139,,,0,150,,,0,128,,,0,100,,,0,83,,,0,94,,,0,94,,,0,111,,,0,-9999,,,
