,PRCP_US1UTWS0009,PRCP_USC00421285,PRCP_USC00421918,TMIN_USC00421918,TMAX_USC00421918,PRCP_USC00422294,TMIN_USC00422294,TMAX_USC00422294,PRCP_USC00422726,PRCP_USC00423335,TMIN_USC00424846,TMAX_USC00424846,PRCP_USC00425705,TMIN_USC00425705,TMAX_USC00425705,PRCP_USC00427255,TMIN_USC00427255,TMAX_USC00427255,PRCP_USC00427576,TMIN_USC00427576,PRCP_USC00428114,TMIN_USC00428114,TMAX_USC00428114,PRCP_USC00428668,PRCP_USC00428741,SNOW_USC00428741,SNWD_USC00428741,TMIN_USC00428741,TMAX_USC00428741,TMIN_USC00428939,TMAX_USC00428939,PRCP_USC00429133,TMIN_USC00429133,TMAX_USC00429133,PRCP_USC00429560,TMIN_USC00429560,TMAX_USC00429560,PRCP_USW00024126,SNOW_USW00024126,SNWD_USW00024126,TMIN_USW00024126,TMAX_USW00024126,depth
1965-03-24,0.0,15.0,18.0,-33.0,72.0,13.0,-72.0,17.0,13.0,8.0,-83.0,-11.0,0.0,-72.0,50.0,0.0,-67.0,39.0,0.0,-33.0,51.0,-33.0,78.0,0.0,30.0,25.0,0.0,-50.0,67.0,-44.0,83.0,36.0,-28.0,44.0,0.0,-83.0,-6.0,3.0,3.0,0.0,-78.0,33.0,
1965-03-25,0.0,3.0,0.0,-128.0,11.0,5.0,-167.0,6.0,0.0,0.0,-167.0,-17.0,10.0,-150.0,-6.0,0.0,-150.0,11.0,0.0,-94.0,43.0,-106.0,44.0,0.0,0.0,0.0,0.0,-89.0,33.0,-106.0,33.0,0.0,-178.0,11.0,0.0,-167.0,-33.0,5.0,15.0,0.0,-100.0,39.0,
1965-03-26,8.0,13.0,8.0,-106.0,17.0,30.0,-133.0,67.0,15.0,0.0,-78.0,33.0,71.0,-122.0,78.0,23.0,-78.0,39.0,0.0,-44.0,13.0,-39.0,61.0,15.0,0.0,0.0,0.0,-50.0,61.0,-67.0,83.0,30.0,-111.0,50.0,5.0,-89.0,28.0,0.0,0.0,0.0,-33.0,117.0,
1965-03-27,38.0,23.0,41.0,-33.0,67.0,56.0,-28.0,67.0,0.0,38.0,-22.0,67.0,51.0,-11.0,89.0,5.0,-6.0,89.0,0.0,17.0,97.0,22.0,117.0,89.0,33.0,0.0,0.0,6.0,83.0,-28.0,111.0,61.0,-33.0,56.0,8.0,-83.0,44.0,20.0,0.0,0.0,11.0,106.0,
1965-03-28,33.0,58.0,157.0,-6.0,94.0,28.0,-44.0,83.0,10.0,0.0,-56.0,44.0,13.0,-28.0,94.0,0.0,-33.0,111.0,13.0,17.0,175.0,0.0,106.0,30.0,0.0,0.0,0.0,-17.0,94.0,0.0,100.0,76.0,-44.0,72.0,0.0,-72.0,17.0,0.0,0.0,0.0,-11.0,111.0,
1965-03-29,0.0,0.0,0.0,-61.0,94.0,0.0,-89.0,128.0,0.0,0.0,-72.0,56.0,0.0,-50.0,150.0,0.0,-50.0,156.0,0.0,-11.0,0.0,-17.0,172.0,0.0,0.0,0.0,0.0,-11.0,161.0,-39.0,194.0,0.0,-100.0,128.0,0.0,-83.0,89.0,0.0,0.0,0.0,-22.0,167.0,
1965-03-30,0.0,0.0,0.0,-56.0,144.0,0.0,-61.0,156.0,0.0,0.0,-56.0,128.0,0.0,-44.0,183.0,0.0,-22.0,189.0,0.0,44.0,0.0,17.0,200.0,0.0,0.0,0.0,0.0,39.0,189.0,-17.0,178.0,0.0,-28.0,133.0,0.0,-56.0,117.0,0.0,0.0,0.0,33.0,194.0,
1965-03-31,0.0,0.0,0.0,-28.0,183.0,0.0,-44.0,183.0,0.0,0.0,-22.0,111.0,0.0,-50.0,211.0,0.0,-6.0,217.0,0.0,67.0,0.0,33.0,239.0,0.0,0.0,0.0,0.0,56.0,206.0,-6.0,206.0,0.0,-6.0,172.0,0.0,-39.0,200.0,0.0,0.0,0.0,61.0,233.0,
1965-04-01,0.0,8.0,0.0,-11.0,200.0,0.0,-11.0,156.0,0.0,0.0,-11.0,150.0,0.0,-50.0,178.0,8.0,33.0,200.0,0.0,89.0,0.0,44.0,206.0,15.0,13.0,0.0,0.0,44.0,183.0,61.0,206.0,0.0,33.0,156.0,3.0,-28.0,133.0,0.0,0.0,0.0,56.0,217.0,4193.7
1965-04-02,43.0,10.0,41.0,-22.0,172.0,0.0,11.0,100.0,0.0,8.0,-11.0,83.0,0.0,-44.0,122.0,25.0,22.0,117.0,0.0,50.0,5.0,39.0,122.0,203.0,5.0,0.0,0.0,39.0,106.0,39.0,100.0,0.0,6.0,122.0,0.0,-28.0,61.0,0.0,0.0,0.0,39.0,133.0,
1965-04-03,0.0,0.0,5.0,-22.0,89.0,0.0,-50.0,128.0,0.0,0.0,-28.0,100.0,0.0,-50.0,117.0,5.0,-11.0,139.0,0.0,0.0,0.0,6.0,139.0,0.0,0.0,0.0,0.0,-11.0,133.0,-22.0,144.0,0.0,-44.0,117.0,0.0,-50.0,100.0,0.0,0.0,0.0,-6.0,161.0,
1965-04-04,64.0,18.0,8.0,-6.0,128.0,0.0,-33.0,89.0,36.0,0.0,-39.0,61.0,0.0,-44.0,122.0,0.0,-22.0,122.0,0.0,28.0,43.0,11.0,,58.0,64.0,0.0,0.0,17.0,122.0,6.0,156.0,0.0,-44.0,111.0,13.0,-50.0,67.0,3.0,0.0,0.0,6.0,161.0,
1965-04-05,122.0,191.0,64.0,-6.0,100.0,335.0,-17.0,83.0,0.0,15.0,-6.0,94.0,91.0,-11.0,111.0,36.0,11.0,106.0,41.0,33.0,58.0,6.0,94.0,89.0,51.0,0.0,0.0,6.0,128.0,17.0,94.0,198.0,-11.0,83.0,41.0,-11.0,72.0,46.0,0.0,0.0,28.0,122.0,
1965-04-06,0.0,13.0,30.0,28.0,100.0,0.0,6.0,122.0,0.0,0.0,0.0,111.0,0.0,0.0,128.0,23.0,28.0,122.0,0.0,50.0,8.0,17.0,133.0,36.0,0.0,0.0,0.0,50.0,122.0,56.0,178.0,0.0,6.0,94.0,0.0,-17.0,83.0,0.0,0.0,0.0,50.0,144.0,
1965-04-07,71.0,13.0,84.0,17.0,128.0,13.0,-6.0,89.0,0.0,8.0,-11.0,100.0,20.0,11.0,117.0,58.0,33.0,111.0,0.0,56.0,28.0,28.0,117.0,239.0,8.0,0.0,0.0,33.0,111.0,44.0,122.0,13.0,6.0,83.0,3.0,-33.0,83.0,5.0,0.0,0.0,44.0,117.0,
1965-04-08,33.0,15.0,66.0,11.0,94.0,10.0,-6.0,100.0,0.0,0.0,-11.0,89.0,30.0,0.0,100.0,66.0,0.0,122.0,0.0,44.0,5.0,28.0,128.0,53.0,13.0,0.0,0.0,28.0,117.0,44.0,167.0,20.0,0.0,94.0,0.0,-17.0,94.0,5.0,0.0,0.0,44.0,144.0,
1965-04-09,30.0,33.0,28.0,-11.0,106.0,3.0,-6.0,72.0,20.0,0.0,0.0,72.0,33.0,-33.0,94.0,74.0,-6.0,89.0,0.0,44.0,20.0,11.0,106.0,112.0,69.0,0.0,0.0,17.0,78.0,17.0,100.0,8.0,-6.0,78.0,5.0,-11.0,67.0,20.0,0.0,0.0,17.0,106.0,
1965-04-10,28.0,91.0,20.0,-56.0,61.0,0.0,-67.0,72.0,0.0,58.0,-67.0,61.0,36.0,-39.0,100.0,3.0,-22.0,94.0,0.0,,33.0,0.0,72.0,66.0,20.0,0.0,0.0,-11.0,33.0,11.0,56.0,0.0,-33.0,61.0,0.0,-61.0,72.0,69.0,48.0,0.0,6.0,72.0,
1965-04-11,64.0,246.0,30.0,-11.0,44.0,150.0,-39.0,50.0,25.0,0.0,-28.0,44.0,178.0,-33.0,61.0,91.0,-17.0,56.0,0.0,,18.0,-17.0,89.0,122.0,0.0,0.0,0.0,-11.0,61.0,-11.0,72.0,185.0,-44.0,56.0,0.0,-67.0,33.0,18.0,10.0,25.0,0.0,78.0,
1965-04-12,0.0,20.0,3.0,-39.0,61.0,0.0,-67.0,67.0,74.0,0.0,-22.0,61.0,0.0,-28.0,78.0,0.0,0.0,94.0,109.0,-11.0,0.0,44.0,111.0,13.0,0.0,0.0,0.0,-17.0,78.0,-22.0,106.0,0.0,-94.0,56.0,0.0,-39.0,67.0,13.0,3.0,0.0,-22.0,117.0,
1965-04-13,66.0,0.0,61.0,-17.0,50.0,10.0,-39.0,89.0,0.0,10.0,-33.0,56.0,8.0,-17.0,89.0,51.0,-22.0,83.0,5.0,17.0,25.0,-11.0,106.0,193.0,0.0,0.0,0.0,0.0,106.0,-11.0,100.0,0.0,-33.0,50.0,0.0,-39.0,67.0,0.0,0.0,0.0,6.0,117.0,
1965-04-14,0.0,0.0,3.0,-56.0,67.0,0.0,-72.0,100.0,0.0,0.0,-6.0,78.0,0.0,-61.0,161.0,23.0,11.0,100.0,0.0,6.0,0.0,-11.0,144.0,0.0,0.0,0.0,0.0,17.0,133.0,-28.0,122.0,0.0,-56.0,100.0,3.0,-56.0,72.0,0.0,0.0,0.0,11.0,144.0,
1965-04-15,0.0,0.0,0.0,-50.0,111.0,0.0,-67.0,161.0,0.0,0.0,-39.0,128.0,0.0,-33.0,167.0,0.0,-22.0,161.0,0.0,11.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,22.0,172.0,-22.0,156.0,0.0,-50.0,144.0,0.0,-72.0,122.0,0.0,0.0,0.0,11.0,189.0,4193.8
1965-04-16,0.0,0.0,0.0,-28.0,156.0,0.0,-39.0,183.0,0.0,0.0,11.0,156.0,8.0,-6.0,172.0,0.0,22.0,183.0,0.0,78.0,0.0,33.0,211.0,0.0,0.0,0.0,0.0,72.0,206.0,11.0,200.0,0.0,6.0,161.0,0.0,-44.0,144.0,0.0,0.0,0.0,67.0,217.0,
1965-04-17,0.0,30.0,10.0,39.0,172.0,3.0,0.0,150.0,0.0,0.0,-6.0,111.0,0.0,0.0,111.0,15.0,6.0,167.0,0.0,39.0,0.0,44.0,194.0,0.0,20.0,0.0,0.0,22.0,144.0,44.0,189.0,8.0,-6.0,156.0,0.0,-28.0,100.0,3.0,0.0,0.0,22.0,156.0,
1965-04-18,0.0,0.0,0.0,33.0,133.0,13.0,-11.0,133.0,0.0,0.0,-39.0,128.0,25.0,6.0,156.0,0.0,-17.0,156.0,0.0,61.0,0.0,50.0,189.0,0.0,0.0,0.0,0.0,50.0,183.0,-22.0,161.0,13.0,-6.0,144.0,3.0,-61.0,111.0,0.0,0.0,0.0,56.0,178.0,
1965-04-19,0.0,0.0,0.0,39.0,150.0,0.0,22.0,194.0,0.0,0.0,44.0,139.0,0.0,0.0,194.0,25.0,61.0,167.0,0.0,83.0,0.0,61.0,239.0,0.0,0.0,0.0,0.0,72.0,239.0,44.0,206.0,0.0,6.0,183.0,10.0,22.0,161.0,0.0,0.0,0.0,78.0,228.0,
1965-04-20,0.0,0.0,0.0,33.0,206.0,0.0,11.0,206.0,0.0,0.0,17.0,194.0,0.0,44.0,211.0,0.0,39.0,206.0,0.0,111.0,0.0,78.0,261.0,0.0,0.0,0.0,0.0,122.0,239.0,72.0,233.0,0.0,50.0,206.0,0.0,6.0,178.0,0.0,0.0,0.0,89.0,250.0,
1965-04-21,0.0,0.0,0.0,17.0,222.0,0.0,6.0,222.0,0.0,0.0,28.0,200.0,0.0,56.0,228.0,0.0,61.0,222.0,0.0,106.0,0.0,83.0,272.0,0.0,0.0,0.0,0.0,100.0,211.0,44.0,239.0,0.0,17.0,228.0,0.0,6.0,189.0,0.0,0.0,0.0,83.0,244.0,
1965-04-22,0.0,0.0,0.0,0.0,233.0,0.0,22.0,239.0,0.0,0.0,22.0,211.0,0.0,28.0,239.0,0.0,44.0,233.0,0.0,94.0,0.0,94.0,272.0,0.0,0.0,0.0,0.0,72.0,189.0,78.0,250.0,0.0,11.0,222.0,0.0,6.0,211.0,0.0,0.0,0.0,72.0,250.0,
1965-04-23,124.0,305.0,15.0,39.0,239.0,140.0,22.0,206.0,5.0,66.0,22.0,200.0,117.0,22.0,206.0,10.0,44.0,194.0,56.0,89.0,74.0,56.0,222.0,168.0,122.0,0.0,0.0,50.0,150.0,67.0,250.0,64.0,28.0,211.0,28.0,0.0,128.0,351.0,0.0,0.0,61.0,117.0,
1965-04-24,0.0,18.0,8.0,-6.0,94.0,0.0,-17.0,150.0,152.0,25.0,17.0,144.0,25.0,-11.0,156.0,8.0,11.0,161.0,150.0,33.0,0.0,28.0,178.0,3.0,0.0,0.0,0.0,50.0,156.0,17.0,161.0,0.0,-17.0,144.0,0.0,-11.0,139.0,25.0,0.0,0.0,33.0,183.0,
1965-04-25,38.0,147.0,15.0,22.0,156.0,43.0,28.0,139.0,10.0,0.0,28.0,117.0,33.0,22.0,150.0,36.0,33.0,156.0,13.0,78.0,36.0,61.0,150.0,46.0,140.0,0.0,0.0,56.0,133.0,67.0,167.0,20.0,17.0,133.0,28.0,17.0,128.0,28.0,0.0,0.0,61.0,194.0,
1965-04-26,0.0,0.0,0.0,-6.0,150.0,0.0,22.0,128.0,0.0,0.0,22.0,111.0,0.0,28.0,144.0,43.0,6.0,161.0,0.0,61.0,0.0,39.0,156.0,3.0,0.0,0.0,0.0,44.0,128.0,44.0,172.0,0.0,-6.0,128.0,3.0,17.0,111.0,0.0,0.0,0.0,22.0,183.0,
1965-04-27,0.0,0.0,0.0,-17.0,156.0,0.0,0.0,156.0,0.0,0.0,-17.0,128.0,0.0,0.0,167.0,0.0,28.0,172.0,0.0,72.0,0.0,28.0,189.0,0.0,0.0,0.0,0.0,39.0,156.0,6.0,172.0,0.0,-28.0,139.0,0.0,-17.0,122.0,0.0,0.0,0.0,6.0,183.0,
1965-04-28,0.0,0.0,0.0,-33.0,161.0,0.0,-50.0,194.0,0.0,0.0,-28.0,167.0,0.0,-33.0,233.0,0.0,-6.0,194.0,0.0,44.0,0.0,11.0,217.0,0.0,0.0,0.0,0.0,72.0,211.0,6.0,200.0,0.0,-28.0,172.0,0.0,-67.0,156.0,0.0,0.0,0.0,39.0,217.0,
1965-04-29,0.0,0.0,0.0,-6.0,189.0,0.0,-22.0,228.0,0.0,0.0,-6.0,206.0,0.0,11.0,183.0,0.0,22.0,233.0,0.0,122.0,0.0,61.0,267.0,0.0,0.0,0.0,0.0,94.0,233.0,50.0,233.0,0.0,28.0,233.0,0.0,-33.0,200.0,0.0,0.0,0.0,111.0,261.0,
1965-04-30,0.0,0.0,0.0,-11.0,233.0,0.0,61.0,233.0,0.0,0.0,78.0,222.0,0.0,44.0,189.0,0.0,100.0,239.0,0.0,117.0,0.0,89.0,278.0,0.0,0.0,0.0,0.0,117.0,211.0,72.0,278.0,0.0,44.0,233.0,0.0,33.0,211.0,0.0,0.0,0.0,100.0,267.0,
1965-05-01,0.0,0.0,0.0,33.0,244.0,0.0,22.0,222.0,0.0,0.0,67.0,194.0,0.0,6.0,211.0,0.0,78.0,217.0,0.0,,0.0,122.0,278.0,0.0,0.0,0.0,0.0,100.0,211.0,61.0,250.0,0.0,6.0,222.0,0.0,-11.0,194.0,0.0,0.0,0.0,83.0,239.0,4194.05
1965-05-02,0.0,0.0,0.0,-33.0,239.0,0.0,11.0,178.0,0.0,0.0,11.0,194.0,0.0,11.0,183.0,0.0,22.0,194.0,0.0,61.0,0.0,50.0,239.0,0.0,0.0,0.0,0.0,33.0,200.0,50.0,206.0,0.0,0.0,194.0,0.0,0.0,139.0,0.0,0.0,0.0,33.0,156.0,
1965-05-03,0.0,0.0,0.0,-22.0,161.0,0.0,-44.0,194.0,0.0,0.0,-33.0,156.0,0.0,-39.0,194.0,0.0,-28.0,194.0,0.0,39.0,0.0,11.0,206.0,0.0,0.0,0.0,0.0,17.0,156.0,11.0,172.0,0.0,-44.0,183.0,0.0,-61.0,167.0,0.0,0.0,0.0,-6.0,178.0,
1965-05-04,0.0,0.0,0.0,-11.0,189.0,0.0,-22.0,189.0,0.0,0.0,-11.0,172.0,0.0,-22.0,178.0,0.0,0.0,178.0,0.0,39.0,0.0,50.0,200.0,0.0,0.0,0.0,0.0,39.0,189.0,17.0,206.0,0.0,-28.0,178.0,0.0,-67.0,167.0,0.0,0.0,0.0,50.0,200.0,
1965-05-05,64.0,368.0,89.0,11.0,178.0,168.0,-17.0,133.0,43.0,160.0,-17.0,117.0,216.0,-11.0,167.0,46.0,-17.0,133.0,18.0,61.0,97.0,-6.0,167.0,140.0,211.0,178.0,152.0,-11.0,150.0,-6.0,156.0,76.0,-11.0,144.0,41.0,-22.0,67.0,284.0,135.0,0.0,-17.0,128.0,
1965-05-06,10.0,38.0,0.0,-50.0,78.0,13.0,-78.0,44.0,272.0,0.0,-78.0,28.0,43.0,-72.0,56.0,0.0,-44.0,72.0,191.0,-28.0,5.0,-39.0,78.0,3.0,0.0,0.0,51.0,-61.0,44.0,-56.0,67.0,13.0,-89.0,39.0,0.0,-106.0,28.0,0.0,0.0,25.0,-39.0,78.0,
1965-05-07,0.0,38.0,0.0,-50.0,61.0,48.0,-78.0,61.0,3.0,41.0,-39.0,33.0,76.0,-78.0,50.0,0.0,-56.0,100.0,0.0,-6.0,23.0,-28.0,78.0,18.0,30.0,0.0,0.0,-44.0,28.0,-50.0,89.0,0.0,-83.0,72.0,3.0,-106.0,28.0,15.0,0.0,0.0,-28.0,83.0,
1965-05-08,46.0,102.0,10.0,-17.0,50.0,46.0,-17.0,78.0,86.0,66.0,-11.0,56.0,140.0,-11.0,78.0,43.0,-11.0,83.0,43.0,17.0,18.0,6.0,83.0,48.0,69.0,0.0,0.0,6.0,67.0,11.0,83.0,38.0,-22.0,67.0,10.0,-17.0,44.0,23.0,0.0,0.0,17.0,106.0,
1965-05-09,38.0,152.0,13.0,6.0,78.0,0.0,-6.0,111.0,107.0,0.0,0.0,89.0,20.0,-6.0,117.0,46.0,6.0,117.0,147.0,22.0,0.0,22.0,139.0,64.0,13.0,0.0,0.0,28.0,94.0,22.0,128.0,20.0,-6.0,111.0,5.0,-17.0,78.0,71.0,0.0,0.0,28.0,139.0,
1965-05-10,0.0,13.0,15.0,0.0,111.0,5.0,-17.0,150.0,0.0,0.0,-6.0,122.0,10.0,0.0,156.0,0.0,17.0,161.0,0.0,56.0,0.0,28.0,189.0,3.0,0.0,0.0,0.0,33.0,122.0,0.0,178.0,13.0,-17.0,133.0,0.0,-17.0,111.0,0.0,0.0,0.0,33.0,183.0,
1965-05-11,0.0,0.0,0.0,44.0,156.0,0.0,-33.0,183.0,0.0,0.0,-11.0,156.0,0.0,-22.0,183.0,0.0,-11.0,206.0,0.0,44.0,0.0,28.0,217.0,0.0,0.0,0.0,0.0,44.0,172.0,0.0,206.0,0.0,-39.0,183.0,0.0,-56.0,167.0,0.0,0.0,0.0,28.0,211.0,
1965-05-12,0.0,0.0,0.0,-17.0,189.0,0.0,-22.0,206.0,0.0,0.0,11.0,183.0,0.0,-17.0,211.0,0.0,11.0,233.0,0.0,50.0,0.0,56.0,233.0,0.0,0.0,0.0,0.0,83.0,183.0,22.0,244.0,0.0,-50.0,200.0,0.0,-33.0,183.0,0.0,0.0,0.0,39.0,233.0,
1965-05-13,0.0,0.0,0.0,56.0,206.0,0.0,33.0,156.0,0.0,0.0,28.0,167.0,0.0,22.0,189.0,0.0,33.0,206.0,0.0,117.0,3.0,89.0,189.0,0.0,0.0,0.0,0.0,94.0,194.0,111.0,150.0,0.0,33.0,183.0,0.0,0.0,122.0,0.0,0.0,0.0,89.0,194.0,
1965-05-14,25.0,25.0,13.0,61.0,133.0,71.0,44.0,167.0,0.0,0.0,44.0,172.0,15.0,44.0,161.0,0.0,56.0,211.0,0.0,122.0,0.0,89.0,194.0,8.0,0.0,0.0,0.0,94.0,172.0,67.0,194.0,64.0,44.0,144.0,69.0,11.0,167.0,3.0,0.0,0.0,100.0,206.0,
1965-05-15,10.0,38.0,30.0,44.0,150.0,13.0,22.0,194.0,0.0,0.0,44.0,167.0,66.0,33.0,194.0,0.0,56.0,222.0,3.0,78.0,41.0,72.0,222.0,79.0,18.0,0.0,0.0,78.0,172.0,39.0,261.0,13.0,33.0,172.0,0.0,22.0,167.0,0.0,0.0,0.0,61.0,217.0,4194.25
1965-05-16,0.0,0.0,0.0,6.0,189.0,0.0,-6.0,239.0,0.0,0.0,50.0,222.0,0.0,11.0,244.0,0.0,39.0,250.0,0.0,,0.0,61.0,272.0,0.0,0.0,0.0,0.0,100.0,244.0,44.0,256.0,0.0,22.0,228.0,0.0,6.0,206.0,0.0,0.0,0.0,72.0,278.0,
1965-05-17,0.0,0.0,0.0,33.0,239.0,0.0,28.0,239.0,0.0,0.0,50.0,183.0,0.0,17.0,250.0,0.0,67.0,239.0,0.0,89.0,0.0,111.0,261.0,0.0,0.0,0.0,0.0,94.0,189.0,44.0,244.0,0.0,44.0,211.0,0.0,17.0,156.0,0.0,0.0,0.0,100.0,211.0,
1965-05-18,0.0,0.0,0.0,-11.0,211.0,0.0,6.0,233.0,0.0,0.0,0.0,206.0,0.0,0.0,222.0,0.0,0.0,222.0,0.0,83.0,0.0,83.0,256.0,0.0,0.0,0.0,0.0,78.0,228.0,72.0,267.0,0.0,6.0,228.0,0.0,-28.0,194.0,0.0,0.0,0.0,56.0,244.0,
1965-05-19,0.0,0.0,0.0,28.0,233.0,0.0,22.0,244.0,0.0,0.0,22.0,206.0,0.0,28.0,239.0,0.0,33.0,233.0,0.0,94.0,0.0,100.0,283.0,0.0,0.0,0.0,0.0,94.0,206.0,72.0,250.0,0.0,33.0,233.0,43.0,6.0,206.0,0.0,0.0,0.0,72.0,250.0,
1965-05-20,0.0,38.0,0.0,28.0,250.0,41.0,61.0,228.0,13.0,30.0,72.0,183.0,28.0,17.0,189.0,8.0,78.0,206.0,0.0,111.0,0.0,144.0,239.0,0.0,25.0,0.0,0.0,83.0,200.0,89.0,233.0,20.0,56.0,217.0,43.0,72.0,156.0,18.0,0.0,0.0,100.0,200.0,
1965-05-21,0.0,0.0,0.0,72.0,200.0,0.0,50.0,222.0,10.0,0.0,56.0,167.0,0.0,67.0,217.0,0.0,72.0,194.0,5.0,111.0,0.0,117.0,267.0,0.0,0.0,0.0,0.0,111.0,217.0,78.0,211.0,0.0,44.0,206.0,0.0,44.0,183.0,0.0,0.0,0.0,100.0,244.0,
1965-05-22,0.0,0.0,0.0,67.0,228.0,0.0,33.0,211.0,0.0,0.0,56.0,183.0,0.0,56.0,217.0,13.0,50.0,217.0,0.0,106.0,0.0,111.0,244.0,0.0,0.0,0.0,0.0,122.0,200.0,83.0,222.0,0.0,0.0,200.0,0.0,28.0,183.0,0.0,0.0,0.0,111.0,244.0,
1965-05-23,0.0,0.0,0.0,-11.0,206.0,0.0,6.0,183.0,0.0,66.0,28.0,167.0,0.0,6.0,206.0,46.0,39.0,183.0,0.0,72.0,0.0,50.0,200.0,28.0,25.0,0.0,0.0,78.0,183.0,39.0,233.0,0.0,0.0,161.0,0.0,-17.0,156.0,61.0,0.0,0.0,50.0,183.0,
1965-05-24,292.0,38.0,43.0,6.0,178.0,28.0,17.0,150.0,81.0,48.0,22.0,133.0,58.0,22.0,194.0,112.0,28.0,156.0,91.0,72.0,66.0,50.0,133.0,287.0,173.0,0.0,0.0,50.0,133.0,56.0,133.0,173.0,-6.0,133.0,25.0,0.0,128.0,36.0,0.0,0.0,61.0,161.0,
1965-05-25,8.0,25.0,3.0,17.0,122.0,3.0,33.0,139.0,38.0,0.0,39.0,133.0,56.0,39.0,150.0,20.0,44.0,167.0,94.0,78.0,8.0,39.0,167.0,30.0,112.0,0.0,0.0,44.0,128.0,67.0,167.0,25.0,22.0,117.0,8.0,11.0,128.0,3.0,0.0,0.0,56.0,183.0,
1965-05-26,0.0,0.0,15.0,28.0,144.0,46.0,6.0,144.0,0.0,0.0,22.0,111.0,25.0,28.0,178.0,0.0,33.0,161.0,0.0,72.0,28.0,50.0,150.0,13.0,84.0,0.0,0.0,50.0,122.0,56.0,144.0,64.0,6.0,128.0,8.0,6.0,106.0,0.0,0.0,0.0,50.0,167.0,
1965-05-27,0.0,0.0,0.0,-6.0,128.0,0.0,-28.0,167.0,0.0,0.0,-22.0,156.0,0.0,-22.0,189.0,0.0,-11.0,189.0,0.0,39.0,0.0,33.0,200.0,8.0,0.0,0.0,0.0,56.0,156.0,11.0,183.0,13.0,-33.0,144.0,0.0,-33.0,128.0,0.0,0.0,0.0,28.0,194.0,
1965-05-28,0.0,0.0,0.0,-17.0,161.0,0.0,-28.0,211.0,0.0,0.0,39.0,183.0,0.0,6.0,211.0,0.0,17.0,228.0,0.0,44.0,0.0,44.0,239.0,0.0,0.0,0.0,0.0,89.0,200.0,17.0,250.0,0.0,11.0,194.0,0.0,-17.0,189.0,0.0,0.0,0.0,44.0,239.0,
1965-05-29,0.0,0.0,0.0,0.0,211.0,0.0,-17.0,244.0,0.0,0.0,33.0,211.0,0.0,-11.0,244.0,0.0,28.0,256.0,0.0,83.0,0.0,61.0,278.0,0.0,0.0,0.0,0.0,117.0,272.0,44.0,267.0,0.0,6.0,222.0,0.0,-11.0,211.0,0.0,0.0,0.0,72.0,278.0,
1965-05-30,0.0,0.0,0.0,11.0,256.0,0.0,11.0,267.0,0.0,0.0,50.0,244.0,0.0,-22.0,239.0,0.0,56.0,272.0,0.0,128.0,0.0,94.0,300.0,0.0,0.0,0.0,0.0,156.0,239.0,61.0,289.0,0.0,33.0,233.0,0.0,17.0,228.0,0.0,0.0,0.0,111.0,300.0,
1965-05-31,0.0,0.0,0.0,44.0,261.0,0.0,44.0,256.0,0.0,0.0,78.0,217.0,0.0,22.0,244.0,10.0,94.0,211.0,0.0,111.0,0.0,111.0,283.0,8.0,0.0,0.0,0.0,128.0,239.0,72.0,278.0,0.0,44.0,239.0,5.0,28.0,206.0,0.0,0.0,0.0,89.0,256.0,
1965-06-01,0.0,0.0,0.0,44.0,250.0,0.0,28.0,222.0,0.0,5.0,39.0,183.0,0.0,28.0,256.0,3.0,61.0,228.0,0.0,111.0,13.0,89.0,244.0,0.0,0.0,0.0,0.0,89.0,211.0,89.0,228.0,8.0,17.0,194.0,0.0,22.0,167.0,0.0,0.0,0.0,61.0,228.0,4194.25
1965-06-02,0.0,0.0,0.0,28.0,217.0,0.0,22.0,222.0,15.0,0.0,28.0,183.0,0.0,33.0,217.0,0.0,50.0,239.0,10.0,94.0,3.0,117.0,239.0,0.0,23.0,0.0,0.0,111.0,178.0,61.0,250.0,0.0,11.0,183.0,3.0,-6.0,183.0,0.0,0.0,0.0,61.0,261.0,
1965-06-03,0.0,0.0,0.0,17.0,211.0,0.0,6.0,228.0,0.0,0.0,22.0,211.0,0.0,0.0,228.0,0.0,39.0,256.0,0.0,89.0,0.0,83.0,272.0,0.0,0.0,0.0,0.0,89.0,211.0,50.0,267.0,0.0,11.0,211.0,0.0,-6.0,189.0,0.0,0.0,0.0,56.0,267.0,
1965-06-04,0.0,0.0,0.0,22.0,239.0,0.0,11.0,222.0,0.0,0.0,44.0,211.0,0.0,17.0,239.0,0.0,50.0,250.0,0.0,89.0,0.0,83.0,267.0,0.0,0.0,0.0,0.0,128.0,222.0,61.0,244.0,0.0,44.0,211.0,5.0,17.0,194.0,0.0,0.0,0.0,83.0,261.0,
1965-06-05,30.0,0.0,0.0,39.0,233.0,0.0,28.0,239.0,0.0,0.0,39.0,200.0,0.0,39.0,244.0,0.0,39.0,256.0,0.0,111.0,0.0,94.0,267.0,3.0,0.0,0.0,0.0,117.0,217.0,67.0,306.0,0.0,11.0,211.0,0.0,22.0,200.0,0.0,0.0,0.0,67.0,267.0,
1965-06-06,0.0,0.0,0.0,17.0,250.0,0.0,0.0,267.0,0.0,15.0,72.0,244.0,0.0,22.0,244.0,0.0,61.0,267.0,0.0,128.0,3.0,83.0,300.0,0.0,0.0,0.0,0.0,156.0,278.0,67.0,289.0,0.0,56.0,250.0,0.0,22.0,217.0,10.0,0.0,0.0,100.0,300.0,
